id,label,title,content
4244699,Giải trí giới trẻ,Góc đáng yêu: Con trai 65 tuổi vờ say rượu được mẹ 90 tuổi đỡ vì sợ ngã,"Mới đây, trên mạng xã hội xuất hiện clip đáng yêu về một cụ bà đỡ con trai khi thấy con loạng choạng, chân đứng không vững phải dựa vào tường vì say rượu. Nhưng thực tế, người con trai chỉ đang giả vờ say để được mẹ đưa về phòng.
Ngay sau khi đăng tải, clip đã thu hút được nhiều lượt yêu thích và bình luận: ""Đúng là dù lớn đến mấy trong mắt mẹ con vẫn là trẻ con""; ""Nhìn cụ định dìu bác trai về phòng mà rơi nước mắt, chúc cụ luôn khỏe mạnh""...
Liên hệ chủ nhân clip trên, chị Nguyễn Hà Phương, quê tại Hải Dương, là cháu nội của ""nhân vật chính"" cho biết, bà nội là Đào Thị Hạc, năm nay 90 tuổi, còn người đàn ông trong clip là ông Nguyễn Văn Nhưỡng (65 tuổi, bố của chị Phương). Ban đầu khi đăng tải clip, chị Phương chỉ muốn chia sẻ khoảnh khắc vui vẻ của gia đình, nhưng không ngờ lại nhận được sự quan tâm lớn từ mọi người.
Bố mẹ chị Phương là quân nhân, công tác tại Thanh Hóa. Sau này, để tiện công việc cũng như có thời gian chăm sóc gia đình nên đã đón bà nội từ Hải Dương vào Thanh Hóa. Clip được quay vào dịp Tết Nguyên đán vừa qua khi chị Phương đưa con về ăn Tết với gia đình.
Theo lời chị, bà nội năm nay đã 90 tuổi, thỉnh thoảng bị lẫn, mỗi lúc như vậy bà không nghe ai ngoài con trai. Thường ngày, cứ mỗi tối sau khi ăn xong, bố chị sẽ dẫn bà về phòng ngủ để nghỉ ngơi, nhưng có hôm bà cũng ""trẻ con"" không nghe lời ai.
""Thường thì nếu mình hoặc mẹ mà định dẫn bà về phòng là 'ăn tẩn' ngay, lúc ấy chỉ có bố ra chiêu mới 'trị' được bà thôi"", chị Phương hài hước chia sẻ.
Cô cháu gái bật mí, mỗi khi bà nội làm nũng, bố thường giả vờ say để dụ bà vào phòng, bởi bà rất sợ con trai say rượu.
""Bố mình kể, ngày trước có lần đi uống rượu, đến lúc về má đỏ, cổ đỏ, trán cũng đỏ nên bà nhìn sợ lắm. Người bạn đưa bố về cũng ""ăn đủ với bà"", bị bà mắng té tát vì dám rủ con trai bà đi uống rượu. Bây giờ bà có tuổi nên lẫn, không còn tỉnh táo như trước nhưng lần nào bố say là bà vẫn sợ, rồi lại ra ôm và đỡ. Bà hay nói 'Con trai cũng có tuổi rồi, ngã thì đau lắm nên phải đỡ', suy nghĩ ấy như đã in sâu vào trong tâm trí của bà"", chị Phương nói.
Cô cháu gái còn khoe, trong nhà bà yêu nhất bố, con cháu có xin tiền không bao giờ bà cho ""tờ to"", còn con trai chỉ cần xòe tay ra thôi là có bao nhiêu bà cho hết, kể cả túi trên túi dưới túi trong túi ngoài cũng vét sạch.
Thúy Quỳnh"
4333751,Giải trí giới trẻ,Trắc nghiệm: 'Chân mệnh thiên tử' của bạn sẽ xuất hiện như thế nào?,"News
Stars
Style
Movies - Muzik
Horoscopes
Funland
Girls - Boys
Video
Photos
Home
News
Vietnam
World
Lifestyle
Sports
Stars
Vbiz
Asia
US-UK
Style
Fashion
Star Style
Contest
Beauty
Movies - Muzik
Movies
MV-Trailer
Muzik
Horoscopes
Daily
Tarot
Horo+
Tests
Funland
Quiz
Fun Stuff
FunVid
Girls - Boys
Dating
How-to
Góc để chill
Video
Lifestyle
MV - Trailer
Style
Sports
Photos
Contact us
Liên hệ tòa soạn
Đóng góp ý kiến
Connect
Copy link thành công
Horoscopes
Tests
Chủ nhật, 1/8/2021, 09:25 (GMT+7)
Trắc nghiệm: 'Chân mệnh thiên tử' của bạn sẽ xuất hiện như thế nào?
Chọn một nhánh hoa đào dưới đây!
Huyền Trang
Back
Save
Share
Copy link thành công
Báo tin, gửi bài, tâm sự với iOne
tại đây
×"
4023751,Đời sống,Tỉnh ngộ sau khi ăn chơi trác táng bằng tiền trúng số,"Năm 2014, Matt Myles sống tại hạt Herefordshire, nước Anh, đã trúng xổ số đặc biệt một triệu bảng (khoảng 30 tỷ đồng). Từ một kỹ sư điện bình thường, cuộc sống của chàng trai 27 tuổi hoàn toàn thay đổi.
Anh lập tức nghỉ việc và bay tới Bali cùng 7 người bạn. Sau đó Matt cùng bạn bè du lịch qua 22 nước. Anh tham gia World Cup tại Brazil vào năm 2014, nhảy dù ở Mỹ, nhảy bungee Thái Lan, mở tiệc thâu đêm trên du thuyền, ở khách sạn đắt tiền...
""Tôi nghĩ trong vòng 12 tháng, chúng tôi đã đi qua toàn bộ bờ biển phía đông nước Mỹ, gần như toàn bộ khu vực Đông Nam Á và cuối cùng dừng chân tại đảo Ibiza, ngoài khơi Địa Trung Hải"", Matt chia sẻ.
Ngần ấy thời gian đã đốt của Matt nửa triệu bảng. Anh chàng còn mua quà và lên giường với 150 phụ nữ trong giai đoạn này. Mẹ của Matt đã cảnh báo con trai về lối sống hưởng thụ và kết cục từ những người trúng số đi trước. Matt nhận ra mình phải dừng lại.
Cùng giai đoạn này, anh gặp vợ người vợ hiện tại là Stacy Edwards. Cả hai đi du lịch châu Á với nhau và sau đó Stacy mang thai. ""Có con, tôi nhận ra mình phải từ bỏ lối sống độc thân và mua một ngôi nhà, xe hơi cho gia đình, thay vì chiếc xe thể thao hai chỗ ngồi. Tôi phải lớn lên"", Matt nói.
Matt đầu tư và may mắn anh đã một lần nữa thành triệu phú. Năm 2017, Matt từng chia sẻ anh có tài sản 1,4 triệu bảng từ việc kinh doanh xe hơi và bất động sản. Ở hiện tại công ty của Matt vẫn phát triển tốt.
Điều Matt hạnh phúc nhất hiện tại là Stacy đang mang thai con thứ hai. Anh và vợ cũng đang lên kế hoạch đám cưới. ""Tôi cảm thấy không thể hạnh phúc hơn được nữa. Tôi đã trưởng thành, có trình độ và đang điều hành vài doanh nghiệp. Tôi đã đính hôn với người tôi yêu và có một sự nghiệp thành công"", Matt chia sẻ.
Nhìn lại khoảng thời gian đốt tiền, Matt không hề thấy hối hận, bởi anh được trải nghiệm cuộc sống của một chàng trai độc thân, mà không phải ai cũng được trải qua. Chính điều đó giúp anh trân quý cuộc sống đang có.
Bảo Nhiên (Theo Mirror, Hereford Times)"
4550311,Giải trí,Bộ ảnh Harry Styles bê đệm trẻ em bị chỉ trích,"Theo Independent, hôm 19/12, một làn sóng chỉ trích Gucci bùng nổ trên mạng xã hội liên quan bộ ảnh quảng bá chiến dịch Ha Ha Ha. Trong đó, Harry Styles đứng tạo dáng bên một tấm đệm trẻ em, hai tay đút túi quần. Ở những bức khác, anh mặc áo phông in hình gấu bông và bê đệm.
Trên các nền tảng xã hội, nhiều người cho rằng hình ảnh của chiến dịch không phù hợp trong bối cảnh yếu tố trẻ em trong quảng cáo đang nhạy cảm sau scandal của Balenciaga. Gucci và Balenciaga đều thuộc tập đoàn xa xỉ Pháp The Kering.
Alexandra Gucci Zarini, cháu gái của người sáng lập hãng - Guccio Gucci, lên án trên Instagram tuần trước. ""Tại sao lại tạo ra một tác phẩm trình diễn giữa đệm của đứa trẻ mới biết đi và một người đàn ông trưởng thành?"", Zarini nêu lên lo ngại về ý tưởng thực hiện bộ ảnh. Theo People, Zarini từng thành lập Quỹ Trẻ em Alexandra Gucci, tổ chức chống lạm dụng tình dục trẻ em.
Phản ứng của Zarini làm dấy lên sự phẫn nộ của khán giả. Họ bình luận trên Instagram: ""Kinh hoàng"", ""Thoạt nhìn, tôi đánh giá cao màu sắc và bố cục, sau đó nhìn kỹ hơn, tôi thấy đáng sợ. Họ không cần sử dụng những đạo cụ và hình ảnh trẻ thơ này để đạt được mục đích nào đó"", ""Cảm giác ý tưởng của Balenciaga đang diễn ra ở đây"", ""Tại sao lại là áo gấu bông và người lớn?""...
Ha Ha Ha được ghi hình tháng 11 do cựu giám đốc sáng tạo Alessandro Michele lên ý tưởng. Gucci cho biết chiến dịch truyền tải ý nghĩa về tình bạn lâu năm giữa Harry Styles và Michele, hướng đến cảm xúc thuần khiết bên phong cách thời trang cổ điển, lãng mạn và một chút lập dị của thập niên 1970.
Trước Gucci, Balenciaga lâm vào khủng hoảng khi chọn sai ý tưởng nghệ thuật. Hai bộ ảnh chụp trẻ em ôm túi gấu bông mặc đồ nô lệ, bị bầm tím và ảnh chụp túi xách nằm trên tập tài liệu về vụ kiện Williams nổi tiếng đều bị chỉ trích vì cho rằng liên quan tới quảng cáo khiêu dâm trẻ em.
Một làn sóng tẩy chay Balenciaga bằng cách cắt, xé, đốt giày, túi của hãng. Gabriele Galimberti, nhiếp ảnh gia của bộ ảnh trẻ em, bị khủng bố bằng tin nhắn dọa giết. Scandal khiến giám đốc sáng tạo của Balenciaga - Demna Gvasalia - bị thu hồi giải thưởng ""Tiếng nói Toàn cầu của năm 2022"".
Họa Mi (theo Independent)"
4366268,Đời sống,Vợ chồng nông dân góp một tỷ đồng chống dịch,"""Hai vợ chồng già, ăn chẳng hết mấy, lại có vườn tược, ruộng nương nên giúp được bà con là mừng"", ông Đảo, ở xã Vũ Tiến, huyện Vũ Thư giải thích cho quyết định mang toàn bộ khoản tiền tích lũy 10 năm qua quyên góp cho quỹ phòng chống Covid-19 của Chính phủ.
Ông cho biết thêm, các con đều đã trưởng thành và quan điểm của ông bà là ""cho con tri thức bằng cách nuôi cho ăn học chứ không để lại của cải, tiền bạc"".
Nghĩ vậy nhưng ông Đảo vẫn lo khoản phòng thân cho đi hết, lỡ lúc ốm đau không biết làm sao, nên gọi các con về bàn bạc. Bốn con trai ông đều có sự nghiệp riêng, nghe bố nói xong đều thuận tình, đồng thời trấn an ""bố mẹ già có các con lo"".
Sau cuộc họp gia đình, ông liên hệ ngay với Ban chỉ đạo phòng chống Covid-19 tỉnh Thái Bình để trao tiền ủng hộ, hôm 25/8. Ngoài một tỷ đồng, ông Đảo ủng hộ thêm 100 triệu đồng vào quỹ phòng chống dịch của huyện Vũ Thư và 50 triệu đồng cho xã Vũ Tiến.
""Tôi luôn tâm niệm tiền nhiều cũng chẳng mang theo được. Mình sống tử tế, thiện lành để con cháu nhìn thấy mà noi theo"", ông nói.
Ông Trịnh Xuân Hình, chủ tịch xã Vũ Tiến cho biết, không ngạc nhiên trước việc làm của gia đình ông Trần Mạnh Đảo. Hàng năm, ông vẫn ủng hộ tiền, hiện vật cho các phong trào ở địa phương, ủng hộ tiền làm đường... với con số không nhỏ. ""Nhìn ông ấy không ai nghĩ là người có tiền vì rất giản dị, chân chất. Ở tuổi 70, ông bà vẫn trồng rau, nuôi cá, phơi nắng làm việc ngoài đồng"", ông Hình nói.
Anh Trần Xuân Thanh, con trai cả của ông Đảo kể, nhà đông con bố mẹ anh làm đủ nghề nhà nông để bốn đứa con đều được đến trường. Vì vậy, khi thấy người khó khăn, ông bà dễ đồng cảm.
""Bố tôi ít khi dạy dỗ bằng lời, nhưng nhìn cách bố lao động, sống nghĩa tình với quê hương, làng xóm, chúng tôi đã học được rất nhiều"", anh nói.
Phạm Nga"
4117346,Bất động sản,Xu hướng chọn nhà của giới thượng lưu Hà Nội,"""Rừng bê tông"" là từ được nhiều người dùng để miêu tả những tòa chung cư mọc lên san sát ở trung tâm Hà Nội những năm gần đây. Với tốc độ đô thị hóa nhanh chóng, các dự án chung cư cao tầng ở Hà Nội ngày càng nhiều. Thậm chí, có những tòa chung cư chen chúc trong một khu vực chật hẹp, không hề có cảnh quan, cây xanh, tiện ích. Mật độ dân số gia tăng nhanh khiến hạ tầng quá tải, xuống cấp. Tắc đường, ngập úng sau mưa, thiếu trường học, bệnh viện... là tình trạng phổ biến ở Thủ đô.
Bên cạnh đó, ô nhiễm không khí và nguồn nước tại nhiều khu vực trong nội thành cũng lên mức báo động. Điều đó khiến xu hướng chọn nơi an cư của người Hà Nội, đặc biệt là giới nhà giàu dần thay đổi.
Chị Đặng Thu Hà - kế toán trưởng một công ty về xuất nhập khẩu ở Hai Bà Trưng, Hà Nội cho biết, gia đình chị muốn chuyển sang căn hộ rộng rãi, gần trường học của con hơn. Khu nhà chị đang ở chật chội, bí bích, thiếu không gian vui chơi cho trẻ nhỏ. Qua bạn bè giới thiệu, chị tìm hiểu dự án The Matrix One do MIKGroup phát triển.
Theo chị Hà, xu hướng chọn mua nhà của những người có tiền giờ đây đã khác nhiều. Xu hướng của những người giàu ngày nay thay đổi theo hướng sở hữu bất động sản kết hợp với không gian sinh thái chuẩn mực, tiện nghi, an ninh đảm bảo... phù hợp với nghỉ ngơi sau mỗi ngày làm việc mệt nhọc. ""Bạn bè tôi hầu hết đều rất khá giả. Gần đây mọi người rủ nhau mua nhà mới và quan tâm đầu tiên đến không gian sống, cũng như các tiện ích cần thiết đáp ứng nhu cầu hàng ngày"", chị nói
Sau khi tham quan nhà mẫu The Matrix One, vợ chồng chị Hà ấn tượng với cách bài trí, thiết kế căn hộ. Trên một mặt sàn dự án chỉ có 10 căn hộ với 7 thang máy tốc độ cao, đối diện công viên hồ điều hòa rộng hơn 14ha nên không khí thoáng mát, trong lành. Chị dự định sẽ mua một căn hộ 3 phòng ngủ tại dự án này.
Theo chuyên gia, người giàu hiện nay chọn nhà tinh tế hơn trước. Đầu tiên là phải thuận lợi về hạ tầng, giao thông, sau đó mới đến cảnh quan, không gian, tiện ích, thiết kế căn hộ... Bên cạnh đó, người có tiền thường tìm hiểu kỹ về cộng đồng dân cư của dự án đó trước khi mua nhà. Sự tương đồng về thu nhập, quan điểm sống, quy tắc ứng xử chính là tiền đề tạo nên một cộng đồng văn minh cùng phát triển. Sống trong cộng đồng tinh hoa, việc giao lưu kết nối với những người cùng đẳng cấp sẽ giúp mở ra các mối quan hệ công việc, mối quan hệ xã hội xứng tầm.
Bên cạnh đó, thị trường bất động sản cũng có thể hưởng lợi từ gia tăng tỷ lệ người giàu tại Việt Nam, trong đó một bộ phận không nhỏ người tìm kiếm mua nhà nhằm thay đổi không gian sống.
Tọa lạc tại mặt đường Lê Quang Đạo, gần sân vận động Mỹ Đình, The Matrix One có vị trí đắc địa, trung tâm quận Nam Từ Liêm, Hà Nội. Dự án thừa hưởng hệ thống hạ tầng giao thông đồng bộ hiện đại, kết nối trực tiếp với các tuyến đường huyết mạch như Mễ trì, Lê Quang Đạo, Đại lộ Thăng Long và tuyến đường sắt trên cao Metro. Bên cạnh đó, vị trí cạnh đường đua F1 danh tiếng, đối diện công viên hồ điều hòa 14ha cũng mang đến cho cư dân những đặc quyền riêng.
Một trong những đặc điểm thu hú giới thượng lưu cũng như nhà đầu tư là số lượng căn hộ tại dự án giới hạn. Cả 2 tòa chung cư tại The Matrix One chỉ có 740 căn hộ, đảm bảo cho cư dân về mật độ và môi trường sống trong lành.
Anh Ngọc Tú - Giám đốc một công ty xây lắp tại Thanh Xuân, Hà Nội cho biết, gia đình anh đã tìm hiểu và quyết định mua một căn hộ tại dự án vì dự án nằm ở trung tâm của Mỹ Đình, tiện đi lại. Bên cạnh đó, việc chủ đầu tư xây dựng khu công viên 14ha ngay đối diện, đáp ứng nhu cầu về môi trường sống xanh, sạch mà bấy lâu anh tìm kiếm.
Theo anh Tú, dự án The Matrix One được phát triển theo mô hình ""All In One"" - mọi tiện ích đều trong tầm tay. Không gian sống tại đây được ví như một thành phố thu nhỏ gồm hơn 39 tiện ích vượt trội. Với mật độ xây dựng thấp, phần lớn diện tích được dành cho việc kiến tạo cảnh quan xanh.
Xung quanh các tòa chung cư là không gian xanh của vườn hoa, đường đi bộ, tiểu cảnh, đài phun nước. Hệ thống sân tập thể thao, phòng tập gym, yoga, vườn thiền, siêu thị, trường học quốc tế sẽ giúp cư dân không cần phải di chuyển đâu xa vẫn được trải nghiệm mọi tiện ích.
Chủ đầu tư cũng cho trang bị hệ thống nội thất cao cấp, đến từ các thương hiệu hàng đầu thế giới. The Matrix One còn sử dụng hệ thống an ninh đa lớp, tận dụng tối đa yếu tố về con người, kết hợp cùng với những sản phẩm an ninh công nghệ mới, để đảm bảo an toàn cho cộng đồng cư dân thượng lưu tại dự án.
Từ nay đến 31/7, khách hàng thanh toán sớm 95% giá trị căn hộ sẽ được chiết khấu ngay 9,5% (chưa bao gồm VAT và kinh phí bảo trì). Chủ đầu tư hỗ trợ lãi suất 0% trong vòng 30 tháng dành cho người mua các căn hộ số 02, 03, 04, 05 và 24 tháng đối với các căn hộ còn lại.
Tâm Anh
Chi tiết xem tại website: thematrixone.vn"
4253508,Du lịch,Nghệ thuật chạm khắc trong hội quán 120 tuổi - VnExpress ,"TP HCMDiện tích gần 1.000 m2, Hội quán Phước An được xây dựng từ năm 1902, kiến trúc đặc trưng với gốm và gỗ chạm khảm tinh xảo.
Yến Nhi
VnExpress
International
083.888.0123
082.233.3555
Thuộc Bộ Khoa học và Công nghệ
© Copyright 1997 VnExpress.net
All rights reserved
VnExpress giữ toàn bộ bản quyền"
4428832,Thế giới,Nga nói rút quân 'mất nhiều thời gian',"""Đây là quá trình sẽ mất thời gian"", phát ngôn viên Điện Kremlin Dmitry Peskov hôm nay cho hay. ""Bộ Quốc phòng đã thông báo các giai đoạn nhất định của tập trận sắp kết thúc. Khi tập trận kết thúc, các đơn vị quân đội sẽ quay lại căn cứ"".
Tuy nhiên, ông nói thêm các lực lượng ""không thể cất cánh lên không trung mà bay đi hết được"" và Bộ Quốc phòng đã ""có lịch trình"" rút quân.
Trong ba ngày qua, Nga thông báo rút các đơn vị gần biên giới Ukraine và bán đảo Crimea sau khi hoàn tất diễn tập, song chưa công bố cụ thể quân số và lượng khí tài được rút về. Động thái này được đánh giá là nhằm hạ nhiệt căng thẳng và bày tỏ thiện chí trong đàm phán, đồng thời đáp trả cáo buộc từ tình báo phương Tây rằng họ sẽ tấn công Ukraine ngày 16/2.
Tuy nhiên, Ukraine và nhiều lãnh đạo phương Tây hoài nghi tuyên bố của Nga, yêu cầu Moskva có động thái rút quân thực chất. Tổng thư ký NATO Jens Stoltenberg cho rằng ""chưa thấy bất cứ dấu hiệu giảm căng thẳng nào trên thực địa. Ngược lại, Nga dường như đang tiếp tục tăng lực lượng ở gần biên giới Ukraine"". Ông cũng bác bỏ quan điểm cho rằng mối đe dọa ở biên giới Nga - Ukraine đã giảm.
Mỹ và phương Tây trước đó cáo buộc Nga tập trung hơn 100.000 quân ở biên giới phía tây để lên kế hoạch tiến đánh Ukraine. Nga bác bỏ, khẳng định mọi hoạt động quân sự trên lãnh thổ là vấn đề nội bộ và chỉ nhằm mục tiêu diễn tập trước mối đe dọa từ kịch bản NATO mở rộng sang phía đông, đồng thời chỉ trích Mỹ và đồng minh phóng đại nguy cơ chiến tranh.
Xem thêm:
- 5 câu hỏi về khủng hoảng Ukraine
- Bốn tháng khủng hoảng Nga - Ukraine sục sôi
- Vì sao Nga không động binh với Ukraine?
- Mỹ muốn gì trong khủng hoảng Ukraine?
Huyền Lê (Theo AFP)"
4244310,Khoa học,Rolls Royce phát triển máy bay điện nhanh nhất thế giới,"Thử nghiệm trên đường băng đóng vai trò quan trọng thể hiện hệ thống đẩy tối tân của Spirit of Innovation. Các nhà phát triển hy vọng mẫu máy bay này không chỉ trở thành hình mẫu với máy bay tương lai mà cả với taxi bay và các hình thức giao thông đô thị khác.
Rolls-Royce lần đầu tiên công bố thiết kế máy bay năm 2019 với mục tiêu phá kỷ lục tốc độ dành cho máy bay điện trước đây do Siemens lập ra vào năm 2017 (338 km/h). Hãng chế tạo Spirit of Innovation cùng với nhiều đối tác theo chương trình Thúc đẩy điện hóa máy bay của chính phủ Anh. Phương tiện trang bị bộ pin 6.000 tế bào với mật độ năng lượng cao nhất từng được dùng trên máy bay.
Hệ thống truyền lực điện 400 kW được kỳ vọng có thể giúp máy bay đạt tốc độ trên 482 km/h, lập kỷ lục mới dành cho máy bay điện. Trong loạt thử nghiệm vừa qua, Spirit of Innovation cho thấy hệ thống đẩy đã được lắp ráp thành công.
""Lần đầu tiên chiếc máy bay tự đẩy về phía trước bằng năng lượng từ bộ pin cao cấp và hệ thống đẩy. Đây là đột phá trong công nghệ điện"", Rob Watson, giám đốc Rolls-Royce Electrical, cho biết. ""Hệ thống này sẽ giúp Rolls-Royce đi đầu trong cung cấp hệ thống điện trên thị trường giao thông trên không trong đô thị"".
Chuyến bay đầu tiên của Spirit of Innovation sẽ diễn ra tại châu Âu vào mùa xuân năm nay.
An Khang (Theo New Atlas)"
4380253,Bất động sản,Sức hút an cư và đầu tư tại dự án Feliz Homes,"Dịch Covid-19 không chỉ làm thay đổi cán cân cung cầu trên thị trường bất động sản mà còn tác động tới xu hướng chọn nhà của cư dân. Theo khảo sát của VHome hai tháng qua, 47,3% độc giả quan tâm những dự án đa tiện ích, trong đó ưu tiên hàng đầu là yếu tố xanh và không gian sống nhiều ánh sáng tự nhiên.
Tương tự, khảo sát của Batdongsan về nhu cầu của người mua nhà cũng cho thấy 95% khách hàng tham gia khảo sát đặc biệt quan tâm đến vấn đề sức khoẻ, coi trọng môi trường sống xanh, trong lành và tiện ích đa dạng, khép kín.
Đó cũng là lý do dự án ""xanh"" Feliz Homes thu hút sự quan tâm của nhiều khách hàng tại thị trường Hà Nội.
Dự án tọa lạc tại khu đô thị Đền Lừ, phường Hoàng Văn Thụ, quận Hoàng Mai, cách hồ Hoàn Kiếm khoảng 4,5km. Với định hướng kiến tạo không gian xanh tại trung tâm Hà Nội, chủ đầu tư Feliz Homes tạo ra một ""resort nhiệt đới"", với gần 80% diện tích dành cho cây xanh, mặt nước và tiện ích. Cùng với mật độ xây dựng tiệm cận các khu du lịch nghỉ dưỡng, chủ đầu tư mong muốn mang đến cho cư dân cuộc sống nghỉ dưỡng tại gia 365 ngày.
Xen kẽ giữa mặt nước của hệ thống hồ cảnh quan và hồ bơi điện phân đồng rộng hàng nghìn m2 là hệ thống vườn cây đa sắc màu với vườn trái cây nhiệt đới, vườn thiền và yoga thủy cực, vườn ion âm thanh lọc cơ thể, vườn cờ tiên và dưỡng sinh... Kéo dài lên đỉnh ba toà tháp là các khu vườn thượng uyển cùng các cung đường dạo bộ chân mây ngát hương hoa cỏ.
Lý giải về việc ưu ái không gian cho xây xanh và mặt nước, chủ đầu tư KLB cho biết, mảng xanh dù là tự nhiên hay nhân tạo đều đóng vai trò thiết yếu trong việc mang lại lợi ích cho con người, cả về thể chất lẫn tinh thần. Không gian xanh giúp con người giải tỏa áp lực, điều tiết khí hậu, lọc ô nhiễm không khí và tiếng ồn hiệu quả.
Các nhà khoa học cũng đã phát hiện ra rằng, khu vực có độ ẩm cao và nhiều cây xanh như rừng, núi, bờ biển, cánh đồng, công viên có hàm lượng cao ion âm tốt cho sức khỏe của con người. Ion âm có khả năng ức chế vi khuẩn và bệnh tật phát triển, có lợi cho hệ hô hấp, giúp tinh thần phấn chấn, cải thiện chất lượng giấc ngủ. Theo nhiều nghiên cứu, ion âm còn có tác dụng rất tốt đối với việc cải thiện tim mạch và huyết áp.
Sức hút của Feliz Homes không chỉ đến từ sự dụng tâm của chủ đầu tư KLB mà còn đến từ vị trí đắt giá của dự án. ""Feliz Homes sở hữu địa thế đón gió trời tứ phương, không bị che chắn bởi bất cứ công trình cao tầng nào. Các căn hộ được thiết kế tối ưu, không 'góc chết', đón trọn gió trời và ánh sáng tự nhiên, đưa thiên nhiên hiện diện trong từng hơi thở"", đại diện một đơn vị phân phối dự án mô tả.
Theo vị này, khoảng thời gian giãn cách xã hội vừa qua đã tác động mạnh mẽ đến tâm lý của người dân thủ đô. Họ nhận ra không gian sống thoáng đãng, gần gũi với thiên nhiên rất quan trọng trong việc cân bằng công việc và cuộc sống, nhất là khi làm việc từ xa (work from home) trở thành nhu cầu thiết yếu.
Không chỉ sở hữu không gian sống xanh như resort nhiệt đới, Feliz Homes còn ghi điểm với tổ hợp hơn 40 tiện ích nội khu, từ chăm sóc sức khoẻ, luyện tập đến vui chơi, giải trí cho mọi lứa tuổi. Tại Feliz Homes, mỗi cư dân có thể tìm thấy một không gian được thiết kế và ""may đo"" cho riêng mình, nơi tận hưởng mỗi ngày đều tràn đầy cảm hứng.
Nổi bật là tuyến phố ""shopping in resort"" được thiết kế bao quanh dự án, cùng trung tâm mua sắm rộng gần 20.000m2 gồm hệ thống shophouse, siêu thị và các cửa hàng tiện ích xung quanh dự án, giúp đáp ứng tối đa nhu cầu của cư dân. Theo chủ đầu tư, trong bán kính 1,5km, đây là trung tâm mua sắm - ẩm thực - check-in - giải trí quy mô bậc nhất.
Feliz Homes còn góp phần mang đến chuẩn sống mới cho cư dân với loạt tiện ích độc đáo: bể bơi công nghệ điện phân đồng, vườn thiền và yoga thuỷ cực, vườn detox ion âm, Fantay park và Fantasy world tái hiện thế giới cổ tích diệu kì dành cho trẻ nhỏ...
Theo nhận định của nhiều chuyên gia bất động sản và các đơn vị nghiên cứu, trải qua các đợt Covid-19, lối sống của các tầng lớp thị dân hiện đại đã dần được định hình lại. Tâm lý hạn chế tiếp xúc khiến người dân chọn cách ở nhà nhiều hơn thay vì thường xuyên ra ngoài, len lỏi trên phố xá. Do đó, những dự án có lợi thế tiện ích vẫn được thị trường đón nhận dù mức giá tăng cao, đồng thời hứa hẹn triển vọng tăng giá. Giám đốc bộ phận nhà ở CBRE Việt Nam Võ Huỳnh Tuấn Kiệt cho biết, tại thị trường sơ cấp, giá căn hộ vẫn tăng trong suốt thời gian dịch bệnh vừa qua và sẽ có xu hướng tăng tiếp tục trong thời gian tới, do chi phí đầu tư, nguyên vật liệu, lãi vay, chi phí tài chính. Do đó, người có nhu cầu về nhà ở hoặc đầu tư dài hạn nên mua nhà tại thời điểm hiện tại.
Mới đây, chuỗi sự kiện ""Chủ nhật đắm say, đến ngay Feliz Homes"" đã được tổ chức tại Văn phòng bán hàng dự án Feliz Homes, khu đô thị Đền Lừ, phường Hoàng Văn Thụ, quận Hoàng Mai, Hà Nội. Chuỗi sự kiện này dự kiến kéo dài đến tháng 12.
Đến sự kiện vào Chủ nhật hàng tuần, khách hàng có cơ hội sở hữu không gian đáng sống tại trung tâm Thủ đô. Khách hàng gia nhập cộng đồng cư dân tại đây sẽ nhận ngay một chỉ vàng cùng tấm vé tham dự chương trình Bốc thăm trúng thưởng với quà tặng giá trị: xe Mercedes-Benz C180 AMG, xe máy Honda SH Mode, xe điện Vinfast Feliz...
Hoài Phong
Liên hệ hotline 091 632 1919 để đăng ký tham dự sự kiện"
